sg nom,sg gen,sg part,sg ill,pl nom,pl gen,pl part,pl ill,pl ine,kommentaar
moškõ,možga,moška,moškasõ,možgõd,moškijõ,moškiit,moškiisõ,moškiiz,
muna,muna,muna,munase,munad,munõjõ,munõit,munõisõ,munõiz,
muragõ,muraga,muraga,muragasõ,muragõd,moragojõ,muragoit,muragoisõ,muragoiz,
murhõ,murhõ,murhõttõ,murhõsõ,murhõd,murhijõ,murhiit,murhiisõ,murhiiz,
muru,muru,murua,murusõ,murud,murujõ,muruit,muruisõ,muruiz,
murõ,murõ,murõttõ,murõsõ,murõd,murijõ,muriit,muriisõ,muriiz,murijõ-muriit on meelevaldsed
musikko,musiko,mmusikkoa,musikkosõ,musikõd,musikkojõ,musikkoit,musikkoisõ,musikkoiz,
musikõz,musikka,musikassõ,musikkasõ,musikkad,musikkajõ,musikkait,musikkaisõ,musikkaiz,
mussõ,musa,mussa,mussasõ,musad,mussõjõ,mussõit,mussõisõ,mussõiz,
mussõmarjõ,mussõmarja,mussõmarja,mussõmarjasõ,mussõmarjõd,mussõmarjojõ,mussõmarjoit,mussõmarjoisõ,mussõmarjoiz,
mustõlain,mustõlaizõ,mustõlaissõ,mustõlaisõ,mustõlaizõd,mustõlasijõ,mustõlaisiit,mustõlaisiisõ,mustõlaisiiz,
muzõkantti,muzõkanti,muzõkanttia,muzõkanttisõ,muzõkantid,muzõkanttijõ,muzõkanttiit,muzõkanttiisõ,muzõkanttiiz,
muta,mua,mutta,muttasõ,muad,mutojõ,mutoi,mutoi,mutoi,
muudrõ,muudra,muudra,muudrasõ,muudrõd,muudrijõ,muudriit,muudriisõ,muudriiz,
muudõr,muudõra,muudõra,muudõrasõ,muudõrõd,muudõrojõ,muudõroit,muudõroisõ,muudõroiz,
muuzikkõ,muuzika,muuzikka,muuzikkasõ,muuzikõd,muuzikkojõ,muuzikkoit,muuzikkoisõ,muuzikkoiz,
mõiznikkõ,mõiznika,mõiznikka,mõiznikkasõ,mõiznikad,mõiznikkojõ,mõiznikkoit,mõiznikkoisõ,mõiznikkoiz,
mõizõ,mõiza,mõiza,mõizasõ,mõizõd,mõizijõ,mõiziit,mõiziisõ,mõiziiz,ka mõizojõ-mõizoit
mõlto,mõllo,mõltoa,mõltosõ,mõllod,mõllojõ,mõlloit,mõlloisõ,mõlloiz,
mõlõpi,mõlõpijõ,mõlõpiit,mõlõpisõ,mõlõpid,mõlõpijõ,mõlõpiit,mõlõpiisõ,mõlõpiiz,
mõnikõz,mõnikka,mõnikõssõ,mõnikkasõ,mõnikkad,mõnikkajõ,mõnikkait,mõnikkaisõ,mõnikkaiz,
mäči,mäe,mäččiä,mäčče,mäed,mäčije,mäčiit,mäčiise,mäčiiz,
mäči,mäe,mäččiä,mäčče,mäed,mäččije,mäččiit,mäččiise,mäččiiz,
mäčizikko,mäčiziko,mäčizikkoa,mäčizikkosõ,mäčizikod,mäčizikkojõ,mäčizikkoit,mäčizikkoisõ,mäčizikkoiz,
märče,märjä,märčä,märčäse,märjed,märčije,märčiit,märčiise,märčiiz,
märännü,märännü,märännüt,märännüse,märänned,märännije,märänneit,märänneise,märänneiz,
märännü,märännü,märännüä,märännüse,märänned,märännije,märänneit,märänneise,märänneiz,
mätä,mää,mättä,mättäse,määd,mättije,mättiit,mättiise,mättiiz,
müüjõ,müüjä,müüjä,müüjäse,müüjed,müüjije,müüjiit,müüjiise,müüjiiz,
n̕egrõ,n̕egra,n̕egra,n̕egrasõ,n̕egrõd,n̕egrojõ,n̕egroit,n̕egroisõ,n̕egroiz,
naapuri,naapuri,naapuria,naapurisõ,naapurid,naapurijõ,naapuriit,naapuriisõ,naapuriiz,
naglõ,nagla,nagla,naglasõ,naglõd,naglojõ,nagloit,nagloisõ,nagloiz,
nagriskaaskõ,nagriskaazga,nagriskaaska,nagriskaaskasõ,nagriskaazgõd,nagriskaaskojõ,nagriskaaskoit,nagriskaaskoisõ,nagriskaaskoiz,
nagriz,nagri,nagrissõ,nagrizõsõ,nagrizõd,nagrizijõ,nagriziit,nagriziisõ,nagriziiz,
nagriz,nagrisõ,nagrissõ,nagrizõsõ,nagrizõd,nagrizijõ,nagriziit,nagriziisõ,nagriziiz,
nagru,nagru,nagrua,nagrusõ,nagrud,nagruõ,nagruit,nagruisõ,nagruiz,
nahkõ,naga,nahka,nahkasõ,nahgõd,nahkojõ,nahkoit,nahkoisõ,nahkoiz,
nain,naizõ,naissõ,naisõ,naizõd,naisijõ,naisiit,naisiisõ,naisiiz,
naizikko,naiziko,naizikkoa,naizikosõ,naizikod,naizikkojõ,naizikkoit,naizikkoisõ,naizikkoiz,
napa,nava,nappa,nappasõ,navad,napojõ,napoit,napoisõ,napoiz,
nato,nao,nattoa,nattosõ,naod,natojõ,natoit,natoisõ,natoiz,
nel̕l̕äz,nel̕l̕ettemä,nel̕l̕että,nel̕l̕ettemäse,nel̕l̕etteemäd,nel̕l̕ettemije,nel̕l̕ettemiit,nel̕l̕ettemiise,nel̕l̕ettemiiz,
nenä,nenä,nenä,nenäse,nenäd,nenije,neniit,neniise,neniiz,
nenäkõz,nenäkka,nenäkõssõ,nenäkkasõ,nenäkkad,nenäkaajõ,nenäkkait,nenäkkaisõ,nenäkkaiz,
nenärätte,nenäräte,nenärätteä,nenärättese,nenäräted,nenärätteje,nenärätteit,nenärätteise,nenärätteiz,
niglõ,nigla,nigla,niglasõ,niglõd,niglojõ,nigloit,nigloisõ,nigloiz,
nimi,nime,nimiä,nimese,nimed,nimije,nimiit,nimiise,nimiiz,
niskõ,nizga,niska,niskasõ,nizgõd,niskojõ,niskoit,niskoisõ,niskoiz,
nisu,nizu,nissua,nissu,nizud,nisujõ,nisuit,nisuisõ,nisuiz,
nojaabri,nojaabri,nojaabria,nojaabrisõ,nojaabrid,nojaabrijõ,nojaabriit,nojaabriisõ,nojaabriiz,
noori,noore,noortõ,noorõsõ,noorõd,noorijõ,nooriit,nooriisõ,nooriiz,
noorikkõ,noorika,noorikka,noorikkasõ,noorikõd,noorikkojõ,noorikkoit,noorikkoisõ,noorikkoiz,
nuumõri,nuumõri,nuumõria,nuumõrisõ,nuumõrid,nuumõrijõ,nuumõriit,nuumõriisõ,nuumõriiz,
nuužnikkõ,nuužnika,nuužnikka,nuužnikkasõ,nuužnikõd,nuužnikkojõ,nuužnikkoit,nuužnikkoisõ,nuužnikkoiz,
nõki,nõgõ,nõkkia,nõkkõsõ,nõgõd,nõkijõ,nõkiit,nõkiisõ,nõkiiz,
nämäd,näjje,näite,näise,nämäd,näjje,näite,näise,näiz,
nätel̕i,nätel̕i,nätel̕iä,nätel̕ise,nätel̕id,nätel̕ije,nätel̕iit,nätel̕iise,nätel̕iiz,
nätil̕päive,nätil̕päivä,nätil̕päivä,nätil̕päiväse,nätil̕päived,nätil̕päivije,nätil̕päiviit,nätil̕päiviise,nätil̕päiviiz,
nüčüin,nüčüize,nüčüisse,nüčüizese,nüčüized,nüčüizije,nüčüiziit,nüčüiziise,nüčüiziiz,
obakkõ,obaka,obakka,obakkasõ,obakõd,obakkojõ,obakkoit,obakkoisõ,obakkoiz,
obraazõ,obraaza,obraaza,obraazasõ,obraazõd,obraazijõ,obraaziit,obraaziisõ,obraaziiz,
ohtõgo,ohtõgo,ohtõgoa,ohtõgosõ,ohtõgod,ohtõgojõ,ohtõgoit,ohtõgoisõ,ohtõgoiz,
ohtõgo,ohtõgo,ohtõgoa,ohtõgosõ,ohtõgod,ohtõgojõ,ohtõgoit,ohtõgoisõ,ohtõgoiz,
olud,olu,oluttõ,olusõ,olud,olujõ,oluit,oluisõ,oluiz,
omõn,omõna,omõna,omõnasõ,omõnõd,omõnojõ,omõnoit,omõnoisõ,omõnoiz,
ooli,oolõ,oolt,oolõ,oolõd,oolijõ,ooliit,ooliisõ,ooliiz,
oomnikko,oomniko,oomnikkoa,oomnikkosõ,oomnikod,oomnikkojõ,oomnikkoit,oomnikkoisõ,oomnikkoiz,
oonõ,oonõ,oonõt,oonõsõ,oonõd,oonijõ,ooniit,ooniisõ,ooniiz,
ostanofkõ,ostanofka,ostanofka,ostanofkasõ,ostanofkõd,ostanofkojõ,ostanofkoit,ostanofkoisõ,ostanofkoiz,
pagan,pagana,pagana,paganasõ,paganõd,paganojõ,paganoit,paganoisõ,paganoiz,
paganus,paganusõ,paganussõ,paganussõ,paganusõd,paganussojõ,paganussoit,paganussoisõ,paganussoiz,
paglõ,pagla,pagla,paglasõ,paglõd,paglojõ,pagloit,pagloisõ,pagloiz,
paha,paha,pahha,pahhasõ,pahõd,pahhojõ,pahhoit,pahhoisõ,pahhoiz,
paikkõ,paika,paikka,paikkasõ,paikõd,paikkojõ,paikkoit,paikkoisõ,paikkoiz,
paju,paju,pajua,pajusõ,pajud,pajujõ,pajuit,pajuisõ,pajuiz,
pakkõin,pakkõizõ,pakkõissõ,pakkõizõsõ,pakkõizõd,pakkõizijõ,pakkõiziit,pakkõiziisõ,pakkõiziiz,
paksu,paksu,paksua,paksusõ,paksud,paksujõ,paksuit,paksuisõ,paksuiz,
pal̕l̕o,pal̕l̕o,pal̕l̕oa,pal̕l̕osõ,pal̕l̕od,pal̕l̕ijõ,pal̕l̕iit,pal̕l̕iisõ,pal̕l̕iiz,
pal̕l̕õz,pal̕l̕a,pal̕l̕õssõ,pal̕l̕asõ,pal̕l̕ad,pal̕l̕ajõ,pal̕l̕ait,pal̕l̕aisõ,pal̕l̕aiz,
pal̕tto,pal̕to,pal̕ttoa,pal̕ttosõ,pal̕tod,pal̕ttojõ,pal̕ttoit,pal̕ttoisõ,pal̕ttoiz,
palkkõ,palka,palkka,palkkasõ,palkõd,palkkojõ,palkkoit,palkkoisõ,palkkoiz,
pallo,pallo,palloa,pallosõ,pallod,pallojõ,palloit,palloisõ,palloiz,
paperi,paperi,paperia,paperisõ,paperid,paperijõ,paperiit,paperiisõ,paperiiz,
pappi,papi,pappia,pappisõ,papid,pappijõ,pappiit,pappiisõ,pappiiz,
parad,paradi,paradia,paradisõ,paradisõd,paradisijõ,paradisiit,paradisiisõ,paradisiiz,
partõ,parra,parta,partasõ,parrõd,partojõ,partoit,partoisõ,partoiz,
partõin,partõizõ,partõissõ,partõissõ,partõizõd,partõizijõ,partõiziit,partõiziisõ,partõiziiz,
parõp,parõpa,parõpa,parõpasõ,parõpid,parõpisõ,parõpiit,parõpiisõ,parõpiiz,
paskõ,pazga,paska,paskasõ,pazgõd,paskojõ,paskoit,paskoisõ,paskoiz,
passi,pasi,passia,passisõ,pasid,passijõ,passiit,passiisõ,passiiz,
passibo,passibo,passiboa,passibosõ,passibod,passibojõ,passiboit,passiboisõ,passiboiz,
peenepi,peenepä,peenepä,peenepäse,peeneped,peenepije,peenepiit,peenepiise,peenepiiz,
peeni,peene,peent,peenese,peened,peenije,peeniit,peeniise,peeniiz,
peh̕miä,peh̕miä,peh̕miät,peh̕miäse,peh̕miäd,peh̕mije,peh̕miit,peh̕miise,peh̕miiz,
pehko,pehgo,pohkoa,pehkosõ,pehgod,pohkojõ,pehkoit,pehkoisõ,pehkoiz,
pen̕sioner,pen̕sionera,pen̕sionera,pen̕sionerasõ,pen̕sionerad,pen̕sionerojõ,pen̕sioneroit,pen̕sioneroisõ,pen̕sioneroiz,
pere,pere,perette,perese,pered,pereje,pereit,pereise,pereiz,
peremmeez,peremmehe,peremmeesse,peremmehese,peremmehed,peremmehije,peremmehiit,peremmehiise,peremmehiiz,sidekonsonant tuleb ära jätta
perennain,perennaizõ,perennaissõ,perennaisõ,perennaizõd,perennaisije,perennaisiit,perennaisiisõ,perennaisiiz,sidekonsonant tuleb ära jätta
pesä,pesä,pessä,pessäse,pezäd,pesije,pesiit,pesiise,pesiiz,
pettelikko,petteliko,pettelikkoa,pettelikosõ,pettelikod,pettelikkojõ,pettelikkoit,pettelikkoisõ,pettelikkoiz,
petäje,petäjä,petäjä,petäjäse,petäjed,petäjije,petäjiit,petäjiise,petäjiiz,
pihlpuu,pihlpuu,pihlpuut,pihlpuhõsõ,pihlpuud,pihlpuijõ,pihlpuit,pihlpuisõ,pihlpuiz,
pii,pii,piit,pihese,piid,piijõ,piit,piise,piiz,kas eespoolne või tagapoolne?
piime,piimä,piimä,piimäse,piimed,piimije,piimiit,piimiise,piimiiz,
pilvi,pilve,pilviä,pilvese,pilved,pilvije,pilviit,pilviise,pilviiz,
pimmiä,pimmiä,pimmiät,pimmiäse,pimmiäd,pimmije,pimmiit,pimmiise,pimmiiz,
pinžakkõ,pinžaka,pinžakka,pinžakkasõ,pinžakõd,pinžakkojõ,pinžakkoit,pinžakkoisõ,pinžakkoiz,
pintõ,pinna,pinta,pintasõ,pinnõd,pintojõ,pintoit,pintoisõ,pintoiz,
plaastõri,plaastõri,plaastõria,plaastõrisõ,plaastõrid,plaastõrijõ,plaastõriit,plaastõriisõ,plaastõriiz,
plehku,plehgu,plehkua,plehkuse,plehgud,plehkujõ,plehkuit,plehkuisõ,plehkuiz,
pletti,pleti,plettiä,plettise,pletid,plettije,pettiit,pettiise,pettiiz,
podarkkõ,podarka,podarkka,podarkkasõ,podarkõd,podarkkojõ,podarkkoit,podarkkoisõ,podarkkoiz,
poduškõ,podužga,poduška,poduškasõ,podužgõd,poduškojõ,poduškoit,poduškoisõ,poduškoiz,
poikõ,poiga,poika,poikasõ,poigõd,poikijõ,poikiit,poikiisõ,poikiiz,
pojo,pojo,pojoa,pojosõ,pojõd,pojojõ,pojoit,pojoisõ,pojoiz,
pominpäive,pominpäivä,pominpäivä,pominpäiväse,pominpäived,pominpäivije,pominpäiviit,pominpäiviise,pominpäiviiz,
pooli,poolõ,poolt,poolõsõ,poolõd,poolijõ,poolii,poolii,poolii,
poolõz,poola,poolassõ,poolasõ,poolad,poolajõ,pooloit,pooloisõ,pooloiz,nagu taivõz
porotuz,porotusõ,porotussõ,porotussõ,porotusõd,porotussijõ,porotussiit,porotussiisõ,porotussiiz,
portnoi,portnoi,portnoit,portnoisõ,portnoid,portnojõ,portnoit,portnoisõ,portnoiz,
porttu,portu,porttua,porttusõ,portud,porttujõ,porttuit,porttuisõ,porttuiz,
Portugaalija,Portugaalija,Portugaalijat,Portugaalijasõ,Portugaalijad,Portugaalijojõ,Portugaalijoit,Portugaalijoisõ,Portugaalijoiz,
postõ,posta,posta,postasõ,postõd,postijõ,postiit,postiisõ,postiiz,
poštaljon,poštaljooni,poštaljoonia,poštaljoonisõ,poštaljoonid,poštaljoonijõ,poštaljooniit,poštaljooniisõ,poštaljooniiz,
pošti,pošti,poštia,poštisõ,poštid,poštijõ,poštiit,poštiisõ,poštiiz,
poštimarkkõ,poštimarka,poštimarkka,poštimarkkasõ,poštimarkõd,poštimarkkojõ,poštimarkkoit,poštimarkkoisõ,poštimarkkoiz,
požarnoi,požarnoi,požarnoit,požarnoisõ,požarnoid,požarnojõ,požarnoit,požarnoisõ,požarnoiz,
potašši,potaši,potaššia,potaššisõ,potašid,potaššijõ,potaššiit,potaššiisõ,potaššiiz,
poutõ,povva,pouta,poutasõ,povvõd,poutojõ,poutoit,poutoisõ,poutoiz,
prikukkõin,prikukkõizõ,prikukkõissõ,prikukkõizõsõ,prikukkõizõd,prikukkõisijõ,prikukkõisijõ,prikukkõisijõ,prikukkõisijõ,
progonõ,progona,progona,progonasõ,progonõd,progonojõ,progonoit,progonoisõ,progonoiz,
programmõ,programma,programma,programmasõ,programmõd,programmijõ,programmit,programmisõ,programmiz,pl part lühikese vokaaliga -- kas ühtlustada mujal?
propkõ,probga,propka,propkasõ,probgõd,propkijõ,propkiit,propkiisõ,propkiiz,
prostoi,prostoi,prostoit,prostoisõ,prostoid,prostojõ,prostoit,prostoisõ,prostoiz,
protestantti,protestanti,protestanttia,protestanttisõ,protestantid,protestanttijõ,protestanttiit,protestanttiisõ,protestanttiiz,
protsentti,protsenti,protsenttia,protsenttisõ,protsentid,protsenttijõ,protsenttiit,protsenttiisõ,protsenttiiz,
pudrõ,pudra,pudra,pudrasõ,pudrõd,pudrojõ,pudroit,pudroisõ,pudroiz,
puhaz,puhta,puhassa,puhtasõ,puhtad,puhtajõ,puhtait,puhtaisõ,puhtaiz,
puin,puizõ,puissõ,puizõsõ,puizõd,puisijõ,puisiit,puisiisõ,puisiiz,
puippu,puipu,puippua,puippusõ,puipud,puippujõ,puippuit,puippuisõ,puippuiz,
pukki,puki,pukkia,pukkisõ,pukid,pukkijõ,pukkiit,pukkiisõ,pukkiiz,
pupuškõ,pupuška,pupuška,pupuškasõ,pupuškõd,pupuškojõ,pupuškoit,pupuškoisõ,pupuškoiz,
puu,puu,puut,puhõsõ,puud,puijõ,puit,puisõ,puiz,pud̕d̕õ -> puijõ ühtlustada mujal
põlto,põllo,põltoa,põltosõ,põllod,põltojõ,põltoit,põltoisõ,põltoiz,
põlvi,põlvõ,põlvia,põlvõsõ,põlvõd,põltijõ,põltiit,põltiisõ,põltiiz,
põrzõz,põrsa,põrzõssõ,põrsasõ,põrsad,põrsojõ,põrsoit,põrsoisõ,põrsoiz,
põski,põzgõ,põskia,põskõsõ,põzgõd,põskijõ,põskiit,põskiisõ,põskiiz,
pädre,pädrä,pädrä,pädräse,pädred,pädrije,pädriit,pädriise,pädriiz,
pähčen,pähtsönä,pähčenä,pähčenäse,pähčened,pähčenije,pähčeniit,pähčeniise,pähčeniiz,
päive,päivä,päivä,päiväse,päived,päivije,päiviit,päiviise,päiviiz,
pää,pää,päät,pähäse,pääd,päije,päit,päise,päiz,
pääsko,pääzgo,pääskoa,pääskosõ,pääzgod,pääskojõ,pääskoit,pääskoisõ,pääskoiz,
pühä,pühä,pühhä,pühhäse,pühäd,pühhije,pühhiit,pühhiise,pühhiiz,
püü,püü,püüt,püühese,püüd,püije,püit,püise,püiz,
püütö,püüvvö,püütöä,püütöse,püüvvöd,püütöje,püütöit,püütöise,püütöiz,
raadio,raadio,raadiota,raadiosõ,raadiod,raadiojõ,raadioit,raadioisõ,raadioiz,
raha,raha,raha,rahasõ,rahad,rahojõ,rahoit,rahoisõ,rahoiz,
rahakõz,rahakka,rahakõssõ,rahakkasõ,rahakkad,rahakkajõ,rahakkait,rahakkaisõ,rahakkaiz,
rahkõ,rahga,rahka,rahkasõ,rahgõd,rahkojõ,rahkoit,rahkoisõ,rahkoiz,
rahvõz,rahva,rahvõssõ,rahvasõ,rahvad,rahvajõ,rahvait,rahvaisõ,rahvaiz,
rakõ,rakkõ,rakõttõ,rakkõsõ,rakkõd,rakkõjõ,rakkõit,rakkõisõ,rakkõiz,
rankkõ,ranka,rankka,rankkasõ,rankõd,rankkojõ,rankkoit,rankkoisõ,rankkoiz,
rantõ,ranna,ranta,rantasõ,rannõd,rantojõ,rantoit,rantoisõ,rantoiz,
rapa,rava,rappa,rappasõ,ravad,rapojõ,rapoit,rapoisõ,rapoiz,
raskõz,raska,raskassõ,raskasõ,raskad,raskojõ,raskait,raskaisõ,raskaiz,
raskõuz,raskõusõ,raskõussõ,raskõussõ,raskõusõd,raskõussijõ,raskõussiit,raskõussiisõ,raskõussiiz,
ratis,ratti,ratissõ,rattisõ,rattid,rattijõ,rattiit,rattiisõ,rattiiz,
rauhõ,rauha,rauha,rauhasõ,rauhõd,rauhojõ,rauhoit,rauhoisõ,rauhoiz,
Reeveli,Reeveli,Reeveliä,Reevelise,Reevelid,Reevelije,Reeveliit,Reeveliise,Reeveliiz,
rehelin,rehelize,rehelisse,rehelizese,rehelized,rehelisije,rehelisiit,rehelisiise,rehelisiiz,
rehtele,rehtelä,rehtelä,rehteläse,rehteled,rehtelije,rehteliit,rehteliise,rehteliiz,
rehtelkakku,rehtelkaku,rehtelkakkua,rehtelkakkusõ,rehtelkakud,rehtelkakkujõ,rehtelkakkuit,rehtelkakkuisõ,rehtelkakkuiz,
retsepti,retsepti,retseptiä,retseptise,retseptid,retseptije,retseptiit,retseptiise,retseptiiz,
